,Date,hour,minute,second,Avg,Sound,Describe,Feel,Place,Sources,MedIllnes_density,Low_to_No_density,TotDis_density,TotChild_density,OlderAdult_density,LEP_density,POC2_density
63.54,9/15/2019 3:47,3,47,32,78.87,Quiet,Pleasant,Tranquil,Indoors,"hvac,traffic",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.55,9/15/2019 3:48,3,48,58,71.37,Very quiet,Neutral,Neutral,Indoors,quiet,14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.56,9/15/2019 3:51,3,51,19,67.34,Very quiet,Pleasant,Relaxed,Indoors,quiet,14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.57,9/15/2019 3:58,3,58,22,78.21,Moderately Loud,Neutral,Neutral,Indoors,traffic,14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.58,9/15/2019 4:00,4,0,38,77.57,Moderately Loud,Neutral,Irritated,Indoors,voices,14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.59,9/15/2019 4:04,4,4,29,82.28,Moderately Loud,Noisy,Neutral,Indoors,"music,traffic",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.6,9/15/2019 4:05,4,5,23,80.67,Moderately Loud,Noisy,Neutral,Indoors,"hvac,traffic,voices",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.61,9/15/2019 4:06,4,6,37,79.95,Quiet,Noisy,Irritated,Indoors,music,14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.62,9/15/2019 4:07,4,7,13,79.54,Quiet,Pleasant,Relaxed,Indoors,"traffic,hvac",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.63,9/15/2019 15:59,15,59,22,68.02,Very Loud,Noisy,Irritated,Indoors,"music,neighbor",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.64,9/16/2019 2:06,2,6,31,70.7,Quiet,Pleasant,Relaxed,Indoors,leaf blower,14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.65,9/16/2019 2:07,2,7,16,71.82,Quiet,Very pleasant,Tranquil,Indoors,"footsteps,hvac,other",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.66,9/16/2019 2:07,2,7,47,73.18,Quiet,Pleasant,Relaxed,Indoors,voices,14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.67,9/16/2019 2:08,2,8,11,70.71,Very quiet,Very pleasant,Relaxed,Indoors,hvac,14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.68,9/16/2019 2:08,2,8,40,70.8,Quiet,Very pleasant,Relaxed,Indoors,hvac,14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.69,9/16/2019 2:09,2,9,20,72.31,Quiet,Very pleasant,Relaxed,Indoors,"hvac,neighbor",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.7,9/16/2019 12:55,12,55,0,70.69,Quiet,Pleasant,Relaxed,Indoors,other,14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.71,9/16/2019 12:55,12,55,27,69.88,Quiet,Pleasant,Relaxed,Indoors,voices,14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.72,9/16/2019 12:56,12,56,31,72.31,Very quiet,Pleasant,Relaxed,Indoors,voices,14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.73,9/16/2019 12:56,12,56,55,72.38,Quiet,Very pleasant,Relaxed,Indoors,voices,14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.74,9/16/2019 12:57,12,57,39,70.22,Very quiet,Very pleasant,Relaxed,Indoors,voices,14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.75,9/16/2019 12:57,12,57,56,70.35,Quiet,Pleasant,Neutral,Indoors,voices,14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.76,9/16/2019 12:58,12,58,25,71.46,Quiet,Pleasant,Neutral,Indoors,voices,14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.77,9/16/2019 12:58,12,58,53,73.07,Quiet,Pleasant,Neutral,Indoors,voices,14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.78,9/16/2019 12:59,12,59,33,72.04,Quiet,Pleasant,Neutral,Indoors,"other,voices",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.79,9/18/2019 0:50,0,50,59,72.1,Quiet,Unbearable,Irritated,Indoors,"neighbor,voices",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.8,11/1/2019 14:45,14,45,33,64.38,Moderately Loud,Noisy,Anxious,Indoors,"traffic,pickup",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.81,11/4/2019 7:50,7,50,46,66.61,Quiet,Pleasant,Relaxed,Indoors,hvac,14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
64,7/12/2019 12:59,12,59,2,41.55,Quiet,Neutral,Neutral,At work,quiet,12.43813744,13.99864941,2.645707474,1.941841636,0.910885202,14.90953461,15.91564872
64.1,7/12/2019 13:01,13,1,0,54.29,Loud,Noisy,Irritated,At work,neighbor,12.43813744,13.99864941,2.645707474,1.941841636,0.910885202,14.90953461,15.91564872
64.2,7/24/2019 23:14,23,14,36,55.31,Very quiet,Very pleasant,Angry,At work,construction,12.43813744,13.99864941,2.645707474,1.941841636,0.910885202,14.90953461,15.91564872
65,11/1/2019 21:11,21,11,11,65.78,Moderately Loud,Noisy,Irritated,Indoors,"construction,traffic,footsteps",30.01004609,20.65418985,3.336986455,1.791434834,2.212948912,22.86713876,24.5180689
68,7/20/2019 1:01,1,1,7,76.44,Very Loud,Noisy,Irritated,Indoors,"trains,voices",0,0,0,0,0,0,0
68.1,9/14/2019 20:05,20,5,48,82.01,Very Loud,Noisy,Frustrated,Indoors,"voices,alarm",0,0,0,0,0,0,0
68.2,1/14/2020 23:25,23,25,29,73.38,Moderately Loud,Noisy,Neutral,Indoors,trains,0,0,0,0,0,0,0
69,9/13/2019 23:24,23,24,55,82.85,Moderately Loud,Noisy,Neutral,Outdoors,"footsteps,voices,horn",0.159536061,0,0,0,0.029516385,0.029516385,0.04058503
69.1,9/14/2019 1:24,1,24,5,84.64,Very Loud,Noisy,Irritated,Outdoors,alarm,0.159536061,0,0,0,0.029516385,0.029516385,0.04058503
69.2,9/17/2019 3:49,3,49,58,63.38,Quiet,Neutral,Neutral,Indoors,traffic,0.159536061,0,0,0,0.029516385,0.029516385,0.04058503
69.3,10/29/2019 0:14,0,14,28,65.4,Moderately Loud,Noisy,Anxious,Indoors,voices,0.159536061,0,0,0,0.029516385,0.029516385,0.04058503
70,7/3/2020 4:24,4,24,6,72.06,Quiet,Very pleasant,Relaxed,Indoors,"hvac,quiet",11.23795122,5.737241276,4.467429323,7.97672781,2.52808016,8.265321436,31.74529881
70.1,7/5/2020 0:52,0,52,5,78.02,Very Loud,Unbearable,Angry,Outdoors,fireworks,11.23795122,5.737241276,4.467429323,7.97672781,2.52808016,8.265321436,31.74529881
70.2,7/5/2020 0:56,0,56,19,80.23,Very Loud,Unbearable,Angry,Outdoors,fireworks,11.23795122,5.737241276,4.467429323,7.97672781,2.52808016,8.265321436,31.74529881
71,6/15/2020 1:44,1,44,59,79.17,Very Loud,Unbearable,Anxious,Outdoors,"fireworks,party,neighbor",15.96079207,30.41352069,7.983190868,16.86932792,4.185083902,34.59860459,41.16288003
71.1,6/15/2020 1:48,1,48,0,73.5,Loud,Noisy,Anxious,Outdoors,music,15.96079207,30.41352069,7.983190868,16.86932792,4.185083902,34.59860459,41.16288003
71.2,6/15/2020 1:53,1,53,32,64.11,Loud,Noisy,Anxious,Indoors,music,15.96079207,30.41352069,7.983190868,16.86932792,4.185083902,34.59860459,41.16288003
71.3,6/21/2020 3:02,3,2,14,80.63,Very Loud,Noisy,Anxious,Outdoors,music,15.96079207,30.41352069,7.983190868,16.86932792,4.185083902,34.59860459,41.16288003
71.4,8/30/2020 0:23,0,23,19,72.07,Moderately Loud,Neutral,Neutral,Indoors,hvac,15.96079207,30.41352069,7.983190868,16.86932792,4.185083902,34.59860459,41.16288003
72,10/9/2019 1:24,1,24,23,65.22,Loud,Neutral,Neutral,Indoors,voices,13.98550831,12.87896224,2.562733931,3.615576852,4.978559548,17.85752179,17.44944314
72.1,5/6/2020 16:22,16,22,2,71.85,Loud,Pleasant,Relaxed,Outdoors,airplane,13.98550831,12.87896224,2.562733931,3.615576852,4.978559548,17.85752179,17.44944314
73,9/13/2019 22:19,22,19,24,38.83,Quiet,Neutral,Neutral,Indoors,"footsteps,neighbor",24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.1,9/13/2019 22:30,22,30,30,38.84,Moderately Loud,Neutral,Neutral,Indoors,"horn,trains",24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.2,9/15/2019 23:40,23,40,27,37.96,Moderately Loud,Neutral,Irritated,Indoors,alarm,24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.3,9/16/2019 0:19,0,19,57,37.85,Very quiet,Pleasant,Relaxed,Indoors,neighbor,24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.4,9/16/2019 0:26,0,26,7,37.24,Quiet,Neutral,Neutral,Indoors,"neighbor,traffic",24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.5,9/16/2019 1:33,1,33,38,44.66,Moderately Loud,Neutral,Neutral,Indoors,other,24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.6,9/17/2019 1:37,1,37,28,35.6,Quiet,Neutral,Neutral,Indoors,"airplane,traffic",24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.7,9/17/2019 1:38,1,38,42,37.18,Quiet,Neutral,Neutral,Indoors,"horn,traffic",24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.8,9/17/2019 2:07,2,7,56,34.5,Moderately Loud,Neutral,Irritated,Indoors,"car music,trains",24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.9,9/17/2019 23:50,23,50,22,36.32,Loud,Noisy,Irritated,Indoors,horn,24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.1,9/20/2019 0:10,0,10,24,40.13,Moderately Loud,Noisy,Irritated,Indoors,other,24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.11,9/21/2019 0:42,0,42,42,43.45,Moderately Loud,Noisy,Irritated,Indoors,"neighbor,other",24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.12,9/21/2019 1:09,1,9,3,35.58,Moderately Loud,Neutral,Irritated,Indoors,"traffic,other",24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.13,9/21/2019 1:14,1,14,52,37.85,Quiet,Neutral,Neutral,Indoors,"traffic,music",24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.14,9/23/2019 1:57,1,57,58,38.54,Moderately Loud,Neutral,Irritated,Indoors,"horn,traffic",24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.15,9/23/2019 22:23,22,23,56,51.22,Loud,Noisy,Irritated,Indoors,other,24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.16,9/23/2019 23:32,23,32,21,44.69,Loud,Noisy,Irritated,Indoors,other,24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.17,9/25/2019 1:50,1,50,37,46.79,Loud,Noisy,Irritated,Indoors,"alarm,airplane,horn",24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.18,9/26/2019 0:19,0,19,2,35.2,Moderately Loud,Noisy,Irritated,Indoors,"alarm,traffic",24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.19,9/28/2019 3:00,3,0,1,40.72,Moderately Loud,Neutral,Neutral,Indoors,"car music,traffic,neighbor",24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.2,9/28/2019 4:32,4,32,36,43.86,Loud,Noisy,Irritated,Indoors,"neighbor,other,traffic",24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.21,9/28/2019 13:14,13,14,23,77.11,Loud,Pleasant,Neutral,Outdoors,voices,24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.22,9/28/2019 13:16,13,16,44,81.59,Moderately Loud,Pleasant,Tranquil,Outdoors,voices,24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.23,9/28/2019 13:29,13,29,0,78.75,Moderately Loud,Pleasant,Neutral,Outdoors,voices,24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.24,9/28/2019 14:34,14,34,4,69.32,Moderately Loud,Pleasant,Neutral,Outdoors,voices,24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.25,10/7/2019 18:44,18,44,53,69.71,Loud,Noisy,Frustrated,Indoors,"alarm,car music,horn,trains,traffic",24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.26,10/9/2019 19:46,19,46,8,79.23,Loud,Noisy,Frustrated,Outdoors,"airplane,horn,traffic",24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.27,10/12/2019 2:00,2,0,6,35.77,Very quiet,Neutral,Neutral,Indoors,neighbor,24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.28,11/14/2019 2:15,2,15,50,34.73,Quiet,Neutral,Neutral,Indoors,"neighbor,traffic",24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.29,11/25/2019 3:03,3,3,37,36.97,Moderately Loud,Noisy,Anxious,Indoors,"horn,traffic",24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.3,4/16/2020 19:03,19,3,14,69.34,Moderately Loud,Neutral,Neutral,Outdoors,traffic,24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.31,5/9/2020 2:00,2,0,44,30.33,Quiet,Pleasant,Relaxed,Indoors,other,24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.32,5/18/2020 16:34,16,34,37,62.63,Quiet,Neutral,Neutral,Outdoors,"traffic,other",24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.33,5/18/2020 19:58,19,58,6,37.22,Quiet,Pleasant,Tranquil,Indoors,other,24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.34,5/23/2020 14:06,14,6,23,80.02,Quiet,Pleasant,Tranquil,Outdoors,traffic,24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.35,5/29/2020 22:17,22,17,14,35,Moderately Loud,Neutral,Irritated,Indoors,alarm,24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.36,5/31/2020 22:06,22,6,58,39.77,Loud,Noisy,Frustrated,Indoors,"alarm,traffic",24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.37,6/4/2020 17:21,17,21,26,82.47,Loud,Noisy,Neutral,Outdoors,"construction,other",24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.38,6/5/2020 3:56,3,56,20,46.91,Moderately Loud,Noisy,Anxious,Indoors,other,24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.39,6/11/2020 22:57,22,57,51,64.19,Quiet,Neutral,Neutral,Indoors,"trains,traffic",24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.4,6/12/2020 10:18,10,18,0,67.22,Quiet,Neutral,Irritated,Indoors,traffic,24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.41,6/14/2020 1:15,1,15,31,53.75,Moderately Loud,Noisy,Neutral,Indoors,other,24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.42,6/14/2020 4:06,4,6,52,35.76,Loud,Noisy,Irritated,Indoors,"neighbor,other",24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.43,6/15/2020 2:34,2,34,28,36.39,Moderately Loud,Noisy,Irritated,Indoors,other,24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.44,6/15/2020 13:10,13,10,1,72.22,Loud,Noisy,Irritated,Outdoors,construction,24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.45,6/19/2020 13:00,13,0,16,76.48,Quiet,Neutral,Neutral,Outdoors,traffic,24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.46,6/22/2020 18:14,18,14,40,74.81,Loud,Noisy,Irritated,Outdoors,"airplane,other",24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.47,6/22/2020 18:15,18,15,28,72.6,Loud,Noisy,Irritated,Outdoors,"airplane,other",24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.48,6/25/2020 17:38,17,38,0,60.36,Loud,Noisy,Irritated,Indoors,"construction,other",24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.49,6/25/2020 17:39,17,39,14,67.65,Loud,Noisy,Irritated,Indoors,construction,24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.5,6/26/2020 14:58,14,58,19,54.2,Loud,Noisy,Irritated,Indoors,construction,24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.51,6/27/2020 1:04,1,4,15,66.53,Loud,Unbearable,Irritated,Indoors,fireworks,24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.52,6/27/2020 1:07,1,7,10,65.46,Moderately Loud,Noisy,Frustrated,Indoors,"alarm,fireworks,traffic",24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
73.53,6/27/2020 1:27,1,27,30,73.15,Very Loud,Unbearable,Angry,Indoors,fireworks,24.59838914,27.26286511,3.295511167,3.878927019,5.282278665,32.54514377,22.18557039
74,6/7/2020 23:21,23,21,31,75.83,Loud,Noisy,Irritated,Outdoors,car music,14.95756467,20.05246711,5.049182365,6.680456668,2.286003445,22.33847055,29.15209247
74.1,6/14/2020 18:21,18,21,6,69.95,Moderately Loud,Pleasant,Neutral,Outdoors,car music,14.95756467,20.05246711,5.049182365,6.680456668,2.286003445,22.33847055,29.15209247
74.2,7/22/2020 13:47,13,47,36,82.16,Very Loud,Noisy,Irritated,Outdoors,construction,14.95756467,20.05246711,5.049182365,6.680456668,2.286003445,22.33847055,29.15209247
75,9/19/2019 22:21,22,21,46,77.09,Loud,Noisy,Irritated,Outdoors,trains,11.15721437,10.28834087,1.618390698,3.337930815,0.700820972,10.98916184,15.35303676
75.1,7/27/2020 18:41,18,41,33,66.18,Moderately Loud,Noisy,Irritated,Indoors,other,11.15721437,10.28834087,1.618390698,3.337930815,0.700820972,10.98916184,15.35303676
75.2,7/28/2020 23:19,23,19,6,70.36,Moderately Loud,Noisy,Irritated,Indoors,"car music,voices",11.15721437,10.28834087,1.618390698,3.337930815,0.700820972,10.98916184,15.35303676
79,7/22/2019 16:06,16,6,33,26.23,Moderately Loud,Noisy,Anxious,Indoors,voices,16.72055103,18.27382626,6.403648518,5.645028136,4.094318826,22.36814508,21.37524488
79.1,7/22/2019 16:07,16,7,53,53.7,Loud,Noisy,Frustrated,At work,voices,16.72055103,18.27382626,6.403648518,5.645028136,4.094318826,22.36814508,21.37524488
79.2,7/22/2019 16:12,16,12,11,40.67,Quiet,Pleasant,Tranquil,At work,quiet,16.72055103,18.27382626,6.403648518,5.645028136,4.094318826,22.36814508,21.37524488
79.3,8/6/2019 18:18,18,18,8,67.01,Very quiet,Neutral,Neutral,At work,"footsteps,voices",16.72055103,18.27382626,6.403648518,5.645028136,4.094318826,22.36814508,21.37524488
79.4,9/27/2019 13:22,13,22,36,76.89,Moderately Loud,Neutral,Neutral,Outdoors,"airplane,traffic,leaf blower",16.72055103,18.27382626,6.403648518,5.645028136,4.094318826,22.36814508,21.37524488
79.5,9/27/2019 16:11,16,11,27,69.68,Quiet,Neutral,Neutral,Indoors,"airplane,construction,pickup,traffic",16.72055103,18.27382626,6.403648518,5.645028136,4.094318826,22.36814508,21.37524488
79.6,10/3/2019 18:41,18,41,24,69.98,Loud,Noisy,Irritated,Indoors,other,16.72055103,18.27382626,6.403648518,5.645028136,4.094318826,22.36814508,21.37524488
80,9/27/2019 22:28,22,28,25,85.38,Loud,Noisy,Irritated,At work,"voices,traffic,other",30.44116048,20.90407086,11.38244783,6.887468432,5.509974746,26.4140456,44.63562875
85,7/4/2020 22:18,22,18,12,65.59,Very Loud,Noisy,Anxious,Outdoors,"music,neighbor,party",14.47586653,15.00723504,6.297088712,12.66028859,3.933614471,18.94084951,38.73288031
85.1,7/4/2020 22:48,22,48,52,66.33,Very Loud,Noisy,Angry,Outdoors,"music,neighbor",14.47586653,15.00723504,6.297088712,12.66028859,3.933614471,18.94084951,38.73288031
85.2,7/5/2020 1:44,1,44,59,65.69,Very Loud,Unbearable,Anxious,Outdoors,"fireworks,music,neighbor",14.47586653,15.00723504,6.297088712,12.66028859,3.933614471,18.94084951,38.73288031
85.3,9/27/2020 19:52,19,52,24,66.95,Very Loud,Unbearable,Angry,Outdoors,"music,neighbor,party",14.47586653,15.00723504,6.297088712,12.66028859,3.933614471,18.94084951,38.73288031
86,6/11/2020 17:07,17,7,43,69.46,Quiet,Neutral,Neutral,Indoors,alarm,11.27693091,9.908322823,5.659499646,8.858712355,3.199212708,13.10753553,31.6226642
86.1,6/13/2020 1:01,1,1,29,76.74,Very Loud,Unbearable,Irritated,Outdoors,fireworks,11.27693091,9.908322823,5.659499646,8.858712355,3.199212708,13.10753553,31.6226642
86.2,6/14/2020 4:24,4,24,3,71.14,Very Loud,Unbearable,Irritated,Indoors,fireworks,11.27693091,9.908322823,5.659499646,8.858712355,3.199212708,13.10753553,31.6226642
86.3,6/22/2020 0:58,0,58,26,71.32,Very Loud,Unbearable,Anxious,Outdoors,fireworks,11.27693091,9.908322823,5.659499646,8.858712355,3.199212708,13.10753553,31.6226642
86.4,7/5/2020 0:33,0,33,19,74.5,Very Loud,Unbearable,Anxious,Indoors,"traffic,fireworks",11.27693091,9.908322823,5.659499646,8.858712355,3.199212708,13.10753553,31.6226642
86.5,7/5/2020 1:07,1,7,11,75.57,Very Loud,Unbearable,Anxious,Indoors,fireworks,11.27693091,9.908322823,5.659499646,8.858712355,3.199212708,13.10753553,31.6226642
89,10/27/2019 13:40,13,40,6,75.29,Moderately Loud,Pleasant,Neutral,Indoors,music,13.75829632,25.67846012,8.089232649,15.44072728,4.788825728,30.46728585,35.63145197
97,9/26/2019 20:58,20,58,50,76.6,Loud,Noisy,Angry,Indoors,"trains,voices",2.857833357,1.092618781,0.496901565,0.920397216,0.897810782,1.990429563,0.590070608
98,10/22/2019 4:49,4,49,51,64.87,Moderately Loud,Neutral,Neutral,Indoors,other,10.4457691,11.30920972,3.940679281,3.063473277,3.684265219,14.99347494,12.39559562
99,7/11/2019 2:00,2,0,25,19.69,Very Loud,Unbearable,Frustrated,At work,construction,11.68537176,6.777327591,1.675937462,2.256384095,2.730551768,9.507879359,8.919257421
99.1,7/11/2019 2:50,2,50,31,17.66,Quiet,Unbearable,Tranquil,At work,construction,11.68537176,6.777327591,1.675937462,2.256384095,2.730551768,9.507879359,8.919257421
99.2,7/11/2019 3:59,3,59,51,15.05,Quiet,Unbearable,Irritated,At work,construction,11.68537176,6.777327591,1.675937462,2.256384095,2.730551768,9.507879359,8.919257421
99.3,7/11/2019 4:35,4,35,21,20.7,Very quiet,Neutral,Tranquil,At work,other,11.68537176,6.777327591,1.675937462,2.256384095,2.730551768,9.507879359,8.919257421
99.4,7/21/2019 17:58,17,58,34,54.34,Quiet,Very pleasant,Frustrated,At work,construction,11.68537176,6.777327591,1.675937462,2.256384095,2.730551768,9.507879359,8.919257421
99.5,7/21/2019 18:00,18,0,5,44.86,Very quiet,Unbearable,Tranquil,At work,construction,11.68537176,6.777327591,1.675937462,2.256384095,2.730551768,9.507879359,8.919257421
99.6,7/21/2019 18:07,18,7,10,43.71,Moderately Loud,Very pleasant,Frustrated,At work,car music,11.68537176,6.777327591,1.675937462,2.256384095,2.730551768,9.507879359,8.919257421
99.7,7/21/2019 18:12,18,12,50,46.95,Quiet,Noisy,Irritated,Indoors,hvac,11.68537176,6.777327591,1.675937462,2.256384095,2.730551768,9.507879359,8.919257421
99.8,7/24/2019 23:15,23,15,3,54,Very Loud,Very pleasant,Tranquil,At work,construction,11.68537176,6.777327591,1.675937462,2.256384095,2.730551768,9.507879359,8.919257421
99.9,7/28/2019 22:00,22,0,26,40.36,Moderately Loud,Unbearable,Tranquil,At work,construction,11.68537176,6.777327591,1.675937462,2.256384095,2.730551768,9.507879359,8.919257421
101,9/18/2019 0:10,0,10,17,65.41,Moderately Loud,Noisy,Irritated,Indoors,"traffic,alarm,car music,pickup",7.022851671,5.603432491,0.852805303,2.708910963,1.841056154,7.444488645,4.585082629
101.1,10/16/2019 1:38,1,38,26,70.89,Moderately Loud,Noisy,Irritated,Indoors,"car music,horn,traffic",7.022851671,5.603432491,0.852805303,2.708910963,1.841056154,7.444488645,4.585082629
103,9/26/2019 22:04,22,4,32,62.7,Quiet,Neutral,Tranquil,Indoors,other,6.833411814,1.340468752,0.75616186,3.586040336,2.027888624,3.368357376,2.726765495
103.1,9/26/2019 23:31,23,31,33,66.37,Quiet,Neutral,Neutral,Indoors,other,6.833411814,1.340468752,0.75616186,3.586040336,2.027888624,3.368357376,2.726765495
103.2,9/26/2019 23:33,23,33,15,67.21,Quiet,Neutral,Neutral,Indoors,airplane,6.833411814,1.340468752,0.75616186,3.586040336,2.027888624,3.368357376,2.726765495
104,9/19/2019 18:57,18,57,53,77.74,Loud,Noisy,Frustrated,Outdoors,airplane,5.877861424,1.617848775,1.404359452,2.925470877,2.321696386,3.939545161,1.584491068
104.1,9/27/2019 20:49,20,49,43,78.62,Loud,Noisy,Anxious,Outdoors,airplane,5.877861424,1.617848775,1.404359452,2.925470877,2.321696386,3.939545161,1.584491068
104.2,10/11/2019 2:37,2,37,11,78.31,Loud,Noisy,Anxious,Outdoors,airplane,5.877861424,1.617848775,1.404359452,2.925470877,2.321696386,3.939545161,1.584491068
104.3,10/27/2019 23:08,23,8,21,71.77,Moderately Loud,Noisy,Neutral,Outdoors,"airplane,traffic,neighbor,leaf blower,other",5.877861424,1.617848775,1.404359452,2.925470877,2.321696386,3.939545161,1.584491068
