,Date,hour,minute,second,Avg,Sound,Describe,Feel,Place,Sources,MedIllnes_density,Low_to_No_density,TotDis_density,TotChild_density,OlderAdult_density,LEP_density,POC2_density
165.6,7/9/2020 12:46,12,46,43,73.55,Very Loud,Noisy,Frustrated,Outdoors,construction,9.047161677,5.440749841,2.887329338,3.95780178,2.20969082,7.650440661,10.11547353
165.7,7/9/2020 13:22,13,22,22,59.15,Quiet,Pleasant,Tranquil,Outdoors,"dog,leaf blower",9.047161677,5.440749841,2.887329338,3.95780178,2.20969082,7.650440661,10.11547353
167,6/30/2020 17:13,17,13,3,68.44,Loud,Noisy,Frustrated,Outdoors,"construction,restaurant,traffic,voices,horn",17.93114334,18.24730236,5.022193311,9.087778373,3.204637637,21.45194,36.82941762
168,7/2/2020 3:04,3,4,38,35.34,Moderately Loud,Noisy,Anxious,Indoors,fireworks,24.27880801,21.75653137,5.254008385,12.51793944,12.55320124,34.30973261,40.44528603
168.1,7/7/2020 13:21,13,21,28,63.4,Quiet,Pleasant,Relaxed,Outdoors,"other,dog",24.27880801,21.75653137,5.254008385,12.51793944,12.55320124,34.30973261,40.44528603
168.2,7/7/2020 13:24,13,24,42,66.4,Very Loud,Noisy,Anxious,Outdoors,"hvac,construction",24.27880801,21.75653137,5.254008385,12.51793944,12.55320124,34.30973261,40.44528603
168.3,7/7/2020 13:26,13,26,37,59.56,Quiet,Pleasant,Relaxed,Outdoors,"construction,dog",24.27880801,21.75653137,5.254008385,12.51793944,12.55320124,34.30973261,40.44528603
168.4,7/7/2020 13:28,13,28,48,51.69,Quiet,Neutral,Neutral,Outdoors,"leaf blower,construction",24.27880801,21.75653137,5.254008385,12.51793944,12.55320124,34.30973261,40.44528603
168.5,7/7/2020 13:30,13,30,39,62.99,Moderately Loud,Noisy,Irritated,Outdoors,construction,24.27880801,21.75653137,5.254008385,12.51793944,12.55320124,34.30973261,40.44528603
168.6,7/7/2020 13:36,13,36,8,38.45,Quiet,Pleasant,Relaxed,Indoors,traffic,24.27880801,21.75653137,5.254008385,12.51793944,12.55320124,34.30973261,40.44528603
168.7,7/7/2020 22:39,22,39,37,44.02,Quiet,Neutral,Neutral,Indoors,"airplane,dog,traffic,delivery",24.27880801,21.75653137,5.254008385,12.51793944,12.55320124,34.30973261,40.44528603
168.8,7/9/2020 14:47,14,47,54,64.7,Moderately Loud,Noisy,Frustrated,Indoors,construction,24.27880801,21.75653137,5.254008385,12.51793944,12.55320124,34.30973261,40.44528603
168.9,7/21/2020 12:57,12,57,13,68.46,Moderately Loud,Noisy,Irritated,Outdoors,"construction,traffic,leaf blower",24.27880801,21.75653137,5.254008385,12.51793944,12.55320124,34.30973261,40.44528603
168.1,8/1/2020 14:51,14,51,5,32.56,Quiet,Pleasant,Relaxed,Indoors,"neighbor,traffic",24.27880801,21.75653137,5.254008385,12.51793944,12.55320124,34.30973261,40.44528603
168.11,8/4/2020 22:10,22,10,6,42.44,Quiet,Very pleasant,Relaxed,Indoors,"other,quiet",24.27880801,21.75653137,5.254008385,12.51793944,12.55320124,34.30973261,40.44528603
169,8/14/2019 15:09,15,9,23,45.89,Loud,Noisy,Irritated,Indoors,construction,27.94621364,20.17755018,6.715628402,9.44481072,7.022278101,27.19982828,44.06556171
169.1,8/15/2019 2:04,2,4,21,38.53,Very Loud,Noisy,Irritated,Indoors,airplane,27.94621364,20.17755018,6.715628402,9.44481072,7.022278101,27.19982828,44.06556171
169.2,8/15/2019 2:07,2,7,42,56.39,Very Loud,Noisy,Irritated,Indoors,airplane,27.94621364,20.17755018,6.715628402,9.44481072,7.022278101,27.19982828,44.06556171
169.3,8/15/2019 12:41,12,41,43,50.54,Very Loud,Noisy,Frustrated,Indoors,"construction,car music",27.94621364,20.17755018,6.715628402,9.44481072,7.022278101,27.19982828,44.06556171
169.4,8/15/2019 15:02,15,2,52,51.08,Loud,Noisy,Irritated,Indoors,leaf blower,27.94621364,20.17755018,6.715628402,9.44481072,7.022278101,27.19982828,44.06556171
169.5,8/17/2019 2:35,2,35,57,48.19,Very Loud,Noisy,Angry,Indoors,"restaurant,voices",27.94621364,20.17755018,6.715628402,9.44481072,7.022278101,27.19982828,44.06556171
169.6,6/24/2020 14:24,14,24,6,66.72,Quiet,Neutral,Irritated,Indoors,hvac,27.94621364,20.17755018,6.715628402,9.44481072,7.022278101,27.19982828,44.06556171
175,9/26/2019 20:40,20,40,35,65.55,Loud,Unbearable,Angry,Indoors,car music,10.83954809,10.28166725,6.032658535,6.574290416,2.91360598,13.19527323,28.4543507
177,6/27/2020 4:00,4,0,8,22.5,Moderately Loud,Neutral,Irritated,Indoors,"fireworks,car music",8.971594985,9.913999884,4.567338864,7.984858154,2.68291234,12.59691222,23.92902292
179,7/13/2019 14:27,14,27,48,74.09,Moderately Loud,Noisy,Neutral,Indoors,"voices,trains",7.730660304,5.159339448,1.748044212,2.048081652,1.845882508,7.005221956,15.11927793
179.1,9/28/2019 0:16,0,16,48,36.27,Quiet,Noisy,Anxious,Indoors,other,7.730660304,5.159339448,1.748044212,2.048081652,1.845882508,7.005221956,15.11927793
179.2,4/10/2020 14:17,14,17,36,24.9,Very quiet,Very pleasant,Tranquil,Indoors,other,7.730660304,5.159339448,1.748044212,2.048081652,1.845882508,7.005221956,15.11927793
179.3,4/13/2020 17:01,17,1,55,26.49,Quiet,Neutral,Neutral,Indoors,trains,7.730660304,5.159339448,1.748044212,2.048081652,1.845882508,7.005221956,15.11927793
179.4,5/18/2020 13:28,13,28,54,55.05,Moderately Loud,Noisy,Irritated,Outdoors,"other,traffic",7.730660304,5.159339448,1.748044212,2.048081652,1.845882508,7.005221956,15.11927793
179.5,5/21/2020 14:18,14,18,34,55.05,Quiet,Pleasant,Tranquil,Indoors,"music,other",7.730660304,5.159339448,1.748044212,2.048081652,1.845882508,7.005221956,15.11927793
179.6,5/27/2020 19:10,19,10,0,32.59,Quiet,Pleasant,Tranquil,Indoors,"traffic,other",7.730660304,5.159339448,1.748044212,2.048081652,1.845882508,7.005221956,15.11927793
179.7,5/31/2020 20:13,20,13,30,80.98,Loud,Noisy,Irritated,Outdoors,"airplane,other",7.730660304,5.159339448,1.748044212,2.048081652,1.845882508,7.005221956,15.11927793
179.8,6/5/2020 14:54,14,54,31,73.03,Loud,Noisy,Neutral,Outdoors,construction,7.730660304,5.159339448,1.748044212,2.048081652,1.845882508,7.005221956,15.11927793
179.9,6/11/2020 23:15,23,15,41,74.34,Very Loud,Unbearable,Frustrated,Outdoors,fireworks,7.730660304,5.159339448,1.748044212,2.048081652,1.845882508,7.005221956,15.11927793
179.1,6/13/2020 0:29,0,29,47,72.49,Loud,Noisy,Angry,Indoors,fireworks,7.730660304,5.159339448,1.748044212,2.048081652,1.845882508,7.005221956,15.11927793
179.11,6/13/2020 0:38,0,38,10,71.81,Loud,Noisy,Angry,Indoors,fireworks,7.730660304,5.159339448,1.748044212,2.048081652,1.845882508,7.005221956,15.11927793
179.12,6/13/2020 3:26,3,26,20,39.94,Quiet,Pleasant,Tranquil,Indoors,other,7.730660304,5.159339448,1.748044212,2.048081652,1.845882508,7.005221956,15.11927793
179.13,6/13/2020 3:26,3,26,54,30.52,Moderately Loud,Noisy,Neutral,Indoors,fireworks,7.730660304,5.159339448,1.748044212,2.048081652,1.845882508,7.005221956,15.11927793
179.14,6/19/2020 23:31,23,31,11,39.97,Quiet,Neutral,Neutral,Indoors,"neighbor,traffic,voices,other",7.730660304,5.159339448,1.748044212,2.048081652,1.845882508,7.005221956,15.11927793
179.15,6/20/2020 0:06,0,6,10,49.57,Moderately Loud,Noisy,Irritated,Indoors,other,7.730660304,5.159339448,1.748044212,2.048081652,1.845882508,7.005221956,15.11927793
179.16,6/20/2020 20:33,20,33,41,78.41,Quiet,Neutral,Relaxed,Outdoors,fireworks,7.730660304,5.159339448,1.748044212,2.048081652,1.845882508,7.005221956,15.11927793
179.17,6/23/2020 10:45,10,45,58,75.64,Very Loud,Unbearable,Irritated,At work,"car music,fireworks,horn",7.730660304,5.159339448,1.748044212,2.048081652,1.845882508,7.005221956,15.11927793
179.18,6/23/2020 10:47,10,47,58,78.56,Very Loud,Unbearable,Irritated,Outdoors,"horn,airplane",7.730660304,5.159339448,1.748044212,2.048081652,1.845882508,7.005221956,15.11927793
179.19,6/28/2020 4:31,4,31,37,42.47,Quiet,Very pleasant,Tranquil,Indoors,other,7.730660304,5.159339448,1.748044212,2.048081652,1.845882508,7.005221956,15.11927793
179.2,6/28/2020 15:25,15,25,30,51.94,Moderately Loud,Noisy,Neutral,Indoors,other,7.730660304,5.159339448,1.748044212,2.048081652,1.845882508,7.005221956,15.11927793
179.21,6/28/2020 15:34,15,34,36,55.2,Loud,Noisy,Irritated,Indoors,other,7.730660304,5.159339448,1.748044212,2.048081652,1.845882508,7.005221956,15.11927793
179.22,6/30/2020 14:23,14,23,40,58.72,Moderately Loud,Noisy,Irritated,Indoors,construction,7.730660304,5.159339448,1.748044212,2.048081652,1.845882508,7.005221956,15.11927793
179.23,7/5/2020 1:49,1,49,48,69.81,Loud,Noisy,Anxious,Indoors,fireworks,7.730660304,5.159339448,1.748044212,2.048081652,1.845882508,7.005221956,15.11927793
179.24,7/5/2020 2:20,2,20,43,69.15,Loud,Noisy,Anxious,Indoors,fireworks,7.730660304,5.159339448,1.748044212,2.048081652,1.845882508,7.005221956,15.11927793
179.25,7/5/2020 2:22,2,22,45,62.26,Loud,Noisy,Irritated,Indoors,fireworks,7.730660304,5.159339448,1.748044212,2.048081652,1.845882508,7.005221956,15.11927793
180,9/27/2019 10:23,10,23,57,66.46,Very Loud,Noisy,Irritated,Indoors,"airplane,traffic",12.50122912,21.681415,7.991927177,9.449442692,5.530190446,27.21160545,31.10993642
